web-scraper-order,web-scraper-start-url,business_name,business_name-href,imageUrl,imageUrl-href,category,website,website-href,phone,address,description
"1595725736-224","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Braiding","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-223","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-232","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Day Spas","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-237","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Barbers","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-227","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-211","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-228","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-235","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Cosmetologists","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-254","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Health & Fitness Program Consultants","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-212","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Health Resorts","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-236","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-250","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Aromatherapy","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-220","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-246","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Weaving","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-255","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Personal Fitness Trainers","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-213","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Replacement","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-251","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-214","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-247","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-248","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-230","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-242","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Cosmetologists","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-231","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Braiding","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-252","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Stylists","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-221","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Hair Removal","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-219","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","No Internet Heading Assigned","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-222","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Electrolysis","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
"1595725736-239","https://www.yellowpages.com/search?search_terms=Beauty+Salons&geo_location_terms=Houston%2C+TX","SOK Salon on Kirby","https://www.yellowpages.com/houston-tx/mip/sok-salon-on-kirby-467214272","<img class=""csrp"" alt=""Sousan Med Spa"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b7204cefd62c89a017e050f79082ffb050cbd894_100x100_crop.jpg?11e4817
"" width=""100"" height=""100"">","https://www.yellowpages.com/houston-tx/mip/sousan-med-spa-1877126?lid=1001280148488#gallery","Beauty Salons","Website","https://www.salononkirby.com/","(713) 523-7521","2615 Southwest Fwy Ste 200","I had been going to The Upper Hand Salon for the past 4 years and had been going to Trish.  After the last haircut ($350 later) I had decided to…"
